"id","season","country","comp_level","lg_finish","squad","age","games_gk","games_starts_gk","minutes_gk","minutes_90s","goals_against_gk","goals_against_per90_gk","shots_on_target_against","saves","save_pct","wins_gk","draws_gk","losses_gk","clean_sheets","clean_sheets_pct","pens_att_gk","pens_allowed","pens_saved","pens_missed_gk","pens_save_pct"
"3d214e5f","2014-2015","BEL","1. Pro League","7th","Genk",23,4,3,360,4,5,1.25,19,14,73.7,0,3,1,0,0,NULL,NULL,NULL,NULL,NULL
"3d214e5f","2015-2016","BEL","1. Pro League","4th","Genk",24,25,24,2166,24.1,23,0.96,122,99,81.1,13,5,7,9,37.5,NULL,NULL,NULL,NULL,NULL
"3d214e5f","2016-2017","BEL","1. First Division A","7th","Genk",25,22,22,1900,21.1,30,1.42,98,68,69.4,9,4,8,5,22.7,2,0,0,2,NULL
"3d214e5f","2017-2018","NED","1. Dutch Eredivisie","3rd","AZ Alkmaar",26,34,34,3060,34,38,1.12,138,100,76.1,22,5,7,13,38.2,8,5,2,1,28.6
"3d214e5f","2018-2019","NED","1. Dutch Eredivisie","4th","AZ Alkmaar",27,34,34,3060,34,43,1.26,NULL,NULL,NULL,17,7,10,14,41.2,3,2,1,0,33.3
"3d214e5f","2019-2020","NED","1. Dutch Eredivisie","2nd","AZ Alkmaar",28,24,24,2074,23,11,0.48,67,57,85.1,18,2,4,17,70.8,2,1,0,1,0
"3d214e5f","2020-2021","NED","1. Dutch Eredivisie","3rd","AZ Alkmaar",29,33,33,2964,32.9,37,1.12,113,78,69,21,7,5,10,30.3,2,2,0,0,0
"3d214e5f","2021-2022","FRA","1. Ligue 1","12th","Brest",30,19,19,1710,19,28,1.47,77,51,64.9,6,7,6,3,15.8,1,1,0,0,0
"3e1550ee","2003-2004","ENG","1. Premier League","19th","Leeds United",17,3,2,182,2,3,1.48,13,10,76.9,0,1,1,0,0,NULL,NULL,NULL,NULL,NULL
"3e1550ee","2004-2005","ENG","1. Premier League","5th","Liverpool",18,4,4,360,4,3,0.75,20,17,85,2,0,2,1,25,NULL,NULL,NULL,NULL,NULL
"3e1550ee","2005-2006","ENG","2. Championship","19th","Sheffield Weds",19,9,9,810,9,5,0.56,44,39,88.6,5,3,1,5,55.6,NULL,NULL,NULL,NULL,NULL
"3e1550ee","2006-2007","ENG","1. Premier League","19th","Charlton Ath",20,36,36,3240,36,55,1.53,233,178,76.4,8,9,19,11,30.6,NULL,NULL,NULL,NULL,NULL
"3e1550ee","2007-2008","ENG","1. Premier League","6th","Aston Villa",21,35,35,3126,34.7,46,1.32,156,110,70.5,16,10,8,9,25.7,NULL,NULL,NULL,NULL,NULL
"3e1550ee","2008-2009","ENG","1. Premier League","20th","West Brom",22,35,35,3150,35,64,1.83,211,147,69.7,7,7,21,7,20,NULL,NULL,NULL,NULL,NULL
"3e1550ee","2009-2010","ENG","2. Championship","2nd","West Brom",23,43,43,3817,42.4,45,1.06,206,161,78.2,24,12,7,14,32.6,NULL,NULL,NULL,NULL,NULL
"3e1550ee","2010-2011","ENG","1. Premier League","11th","West Brom",24,32,32,2880,32,58,1.81,151,93,61.6,11,8,13,2,6.3,NULL,NULL,NULL,NULL,NULL
"3e1550ee","2011-2012","TUR","1. Süper Lig","5th","Bursaspor",25,32,32,2880,32,32,1,124,92,74.2,12,9,11,13,40.6,NULL,NULL,NULL,NULL,NULL
"3e1550ee","2012-2013","TUR","1. Süper Lig","4th","Bursaspor",26,29,29,2565,28.5,33,1.16,114,81,71.1,13,11,5,9,31,NULL,NULL,NULL,NULL,NULL
"3e1550ee","2013-2014","ENG","2. Championship","5th","Wigan Athletic",27,16,16,1440,16,22,1.37,62,40,64.5,5,3,8,3,18.8,NULL,NULL,NULL,NULL,NULL
"3e1550ee","2014-2015","ENG","2. Championship","23rd","Wigan Athletic",28,34,34,3060,34,44,1.29,119,75,63,7,10,17,8,23.5,NULL,NULL,NULL,NULL,NULL
"3e1550ee","2015-2016","ENG","2. Championship","5th","Derby County",29,36,36,3240,36,32,0.89,114,82,71.9,18,11,9,16,44.4,NULL,NULL,NULL,NULL,NULL
"3e1550ee","2016-2017","ENG","2. Championship","9th","Derby County",30,46,46,4140,46,50,1.09,177,127,72.9,18,13,15,17,37,3,2,0,1,0
"3e1550ee","2017-2018","ENG","2. Championship","6th","Derby County",31,46,46,4140,46,48,1.04,145,97,69.7,20,15,11,19,41.3,7,4,1,2,20
"3e1550ee","2018-2019","ENG","2. Championship","6th","Derby County",32,30,30,2700,30,33,1.1,94,62,66,13,8,9,5,16.7,1,1,0,0,0
"3e1550ee","2020-2021","ENG","1. Premier League","1st","Manchester City",34,1,1,90,1,3,3,3,1,33.3,1,0,0,0,0,2,1,1,0,50
"3f034750","2014-2015","CRO","1. 1. HNL","3rd","Hajduk Split",18,3,3,270,3,3,1,8,5,62.5,1,1,1,1,33.3,NULL,NULL,NULL,NULL,NULL
"3f034750","2015-2016","CRO","1. 1. HNL","3rd","Hajduk Split",19,4,4,360,4,4,1,16,12,75,2,0,2,2,50,NULL,NULL,NULL,NULL,NULL
"3f034750","2018-2019","CRO","1. 1. HNL","6th","Lokomotiva",22,36,36,3194,35.5,0,0,NULL,NULL,NULL,13,10,13,11,30.6,8,8,0,0,0
"3f034750","2019-2020","CRO","1. 1. HNL","2nd","Lokomotiva",23,35,35,3150,35,33,0.94,NULL,NULL,NULL,19,8,8,10,28.6,3,3,0,0,0
"3f034750","2021-2022","FRA","1. Ligue 1","8th","Lille",25,17,17,1530,17,19,1.12,66,48,72.7,7,6,4,2,11.8,1,1,0,0,0
"3f70db80","2019","NOR","1. Eliteserien","10th","Vålerenga",18,12,12,1080,12,23,1.92,54,31,57.4,2,3,7,1,8.3,0,0,0,0,NULL
"3f70db80","2020","NOR","1. Eliteserien","3rd","Vålerenga",19,29,29,2554,28.4,33,1.16,120,88,72.5,14,10,5,9,31,2,0,2,0,100
"3f70db80","2021","NOR","1. Eliteserien","7th","Vålerenga",20,14,14,1260,14,20,1.43,48,30,62.5,5,6,3,2,14.3,3,2,0,1,0
"3f70db80","2021-2022","ENG","Jr. PL2 — Div. 1","13th","Leeds Utd U23",20,13,13,1170,13,NULL,NULL,NULL,NULL,NULL,3,3,7,1,7.7,3,2,1,0,33.3
"41bd99ea","2013-2014","ITA","1. Serie A","13th","Udinese",17,16,16,1440,16,22,1.37,71,49,69,6,5,5,6,37.5,NULL,NULL,NULL,NULL,NULL
"41bd99ea","2014-2015","ITA","1. Serie A","16th","Udinese",18,1,0,90,1,5,5,7,2,28.6,0,0,1,0,NULL,NULL,NULL,NULL,NULL,NULL
"41bd99ea","2015-2016","ITA","2. Serie B","22nd","Como",19,35,35,3150,35,52,1.49,144,92,63.9,5,16,14,4,11.4,NULL,NULL,NULL,NULL,NULL
"41bd99ea","2016-2017","ITA","1. Serie A","13th","Udinese",20,6,5,462,5.1,11,2.14,28,17,64.3,1,2,2,0,0,1,1,0,0,0
"41bd99ea","2017-2018","ITA","1. Serie A","14th","Udinese",21,6,6,540,6,11,1.83,26,16,57.7,1,0,5,1,16.7,1,0,1,0,100
"41bd99ea","2018-2019","TUR","1. Süper Lig","14th","Kasımpaşa",22,10,9,871,9.7,24,2.48,56,33,58.9,0,2,7,0,0,1,1,0,0,0
"41bd99ea","2018-2019","ITA","1. Serie A","12th","Udinese",22,9,9,810,9,13,1.44,36,24,66.7,2,2,5,2,22.2,1,1,0,0,0
"41bd99ea","2019-2020","ITA","2. Serie B","3rd","Spezia",23,32,32,2880,32,28,0.87,91,66,72.5,15,9,8,13,40.6,3,3,0,0,0
"41bd99ea","2020-2021","ITA","1. Serie A","14th","Udinese",24,1,1,90,1,2,2,3,2,66.7,0,0,1,0,0,1,1,0,0,0
"420c18a1","2008-2009","SUI","1. Swiss Super League","3rd","Basel",19,6,6,540,6,6,1,22,16,72.7,4,1,1,2,33.3,NULL,NULL,NULL,NULL,NULL
"420c18a1","2008-2009","SUI","1. Swiss Super League","10th","Vaduz",19,17,17,1530,17,32,1.88,88,56,63.6,2,5,10,5,29.4,NULL,NULL,NULL,NULL,NULL
"420c18a1","2009-2010","SUI","1. Swiss Super League","3rd","Grasshopper",20,33,33,2923,32.5,37,1.14,168,131,78,19,2,11,5,15.2,NULL,NULL,NULL,NULL,NULL
"420c18a1","2010-2011","SUI","1. Swiss Super League","1st","Basel",21,5,4,363,4,7,1.74,19,12,63.2,2,1,1,0,0,NULL,NULL,NULL,NULL,NULL
"420c18a1","2011-2012","SUI","1. Swiss Super League","1st","Basel",22,31,31,2790,31,16,0.52,104,88,84.6,19,6,2,13,41.9,NULL,NULL,NULL,NULL,NULL
"420c18a1","2012-2013","SUI","1. Swiss Super League","1st","Basel",23,36,36,3240,36,31,0.86,122,91,74.6,21,9,6,16,44.4,NULL,NULL,NULL,NULL,NULL
"420c18a1","2013-2014","SUI","1. Swiss Super League","1st","Basel",24,35,35,3122,34.7,32,0.92,126,94,74.6,18,15,2,11,31.4,NULL,NULL,NULL,NULL,NULL
"42130443","2016","USA","3. USL","27th","Pittsburgh",20,9,9,810,9,12,1.33,49,37,75.5,3,3,3,2,22.2,NULL,NULL,NULL,NULL,NULL
"42130443","2017","USA","1. MLS","5th","Columbus Crew",21,34,34,3060,34,49,1.44,150,101,70,16,6,12,9,26.5,7,4,3,0,42.9
"42130443","2018","USA","1. MLS","10th","Columbus Crew",22,29,29,2610,29,36,1.24,100,69,68,12,7,10,10,34.5,4,4,0,0,0
"42130443","2019","USA","1. MLS","20th","Columbus Crew",23,13,13,1170,13,17,1.31,52,36,69.2,5,2,6,4,30.8,2,1,1,0,50
"42130443","2019-2020","GER","1. Bundesliga","17th","Düsseldorf",24,17,17,1530,17,36,2.12,95,61,63.2,4,3,10,2,11.8,2,1,1,0,50
"42130443","2020-2021","ENG","1. Premier League","1st","Manchester City",25,1,1,90,1,1,1,2,1,50,1,0,0,0,0,0,0,0,0,NULL
"42130443","2021-2022","ENG","1. Premier League","1st","Manchester City",26,1,1,90,1,0,0,2,2,100,1,0,0,1,100,0,0,0,0,NULL
"4535e4bb","2010-2011","AUS","1. A-League","2nd","Central Coast",18,27,27,2430,27,28,1.04,106,78,73.6,15,8,4,11,40.7,NULL,NULL,NULL,NULL,NULL
"4535e4bb","2011-2012","AUS","1. A-League","1st","Central Coast",19,21,21,1890,21,16,0.76,77,61,79.2,13,4,4,8,38.1,NULL,NULL,NULL,NULL,NULL
"4535e4bb","2012-2013","AUS","1. A-League","2nd","Central Coast",20,23,23,2070,23,20,0.87,78,58,74.4,12,6,5,9,39.1,NULL,NULL,NULL,NULL,NULL
"4535e4bb","2013-2014","BEL","1. Pro League","3rd","Club Brugge",21,40,40,3600,40,39,0.97,152,113,74.3,24,7,9,11,27.5,NULL,NULL,NULL,NULL,NULL
"4535e4bb","2014-2015","BEL","1. Pro League","2nd","Club Brugge",22,37,37,3330,37,43,1.16,148,105,70.9,20,10,7,10,27,NULL,NULL,NULL,NULL,NULL
"4535e4bb","2015-2016","ESP","1. La Liga","12th","Valencia",23,8,8,720,8,9,1.13,33,24,72.7,0,4,4,1,12.5,NULL,NULL,NULL,NULL,NULL
"4535e4bb","2016-2017","BEL","1. First Division A","7th","Genk",24,15,15,1350,15,7,0.47,52,45,86.5,11,3,1,8,53.3,0,0,0,0,NULL
"4535e4bb","2016-2017","ESP","1. La Liga","12th","Valencia",24,2,2,180,2,5,2.5,7,4,42.9,0,0,2,0,0,2,1,1,0,50
"4535e4bb","2017-2018","ENG","1. Premier League","15th","Brighton",25,38,38,3420,38,54,1.42,171,121,69,9,13,16,10,26.3,3,1,2,0,66.7
"4535e4bb","2018-2019","ENG","1. Premier League","17th","Brighton",26,34,34,3060,34,55,1.62,141,94,66.7,8,8,18,6,17.6,8,8,0,0,0
"4535e4bb","2019-2020","ENG","1. Premier League","15th","Brighton",27,38,38,3420,38,54,1.42,164,114,68.3,9,14,15,9,23.7,2,2,0,0,0
"4535e4bb","2020-2021","ENG","1. Premier League","8th","Arsenal",28,3,3,270,3,2,0.67,9,8,88.9,1,1,1,1,33.3,1,1,0,0,0
"4535e4bb","2020-2021","ENG","1. Premier League","16th","Brighton",28,11,11,990,11,19,1.73,30,16,50,2,4,5,2,18.2,4,4,0,0,0
"4535e4bb","2021-2022","ESP","1. La Liga","6th","Real Sociedad",29,3,3,270,3,5,1.67,15,11,73.3,2,0,1,1,33.3,1,1,0,0,0
"457cb02f","2019-2020","CRO","1. 1. HNL","3rd","Rijeka",19,18,18,1620,18,3,0.17,NULL,NULL,NULL,10,3,5,7,38.9,5,5,0,0,0
"457cb02f","2020-2021","ITA","1. Serie A","10th","Hellas Verona",20,4,4,332,3.7,6,1.63,13,7,53.8,0,3,1,0,0,0,0,0,0,NULL
"457cb02f","2020-2021","CRO","1. 1. HNL","3rd","Rijeka",20,2,2,180,2,NULL,NULL,NULL,NULL,NULL,1,0,1,0,0,0,0,0,0,NULL
"457cb02f","2021-2022","ITA","1. Serie A","13th","Hellas Verona",21,1,1,90,1,3,3,7,4,57.1,0,0,1,0,0,0,0,0,0,NULL
"466fb2c5","2017-2018","ENG","4. League Two","24th","Chesterfield",19,19,19,1710,19,33,1.74,98,65,69.4,5,2,12,3,15.8,3,3,0,0,0
"466fb2c5","2018-2019","ENG","3. League One","20th","AFC Wimbledon",20,20,20,1800,20,26,1.3,NULL,NULL,NULL,7,7,6,7,35,1,0,0,1,NULL
"466fb2c5","2019-2020","ENG","1. Premier League","18th","Bournemouth",21,37,37,3330,37,62,1.68,177,120,67.8,9,7,21,5,13.5,6,5,1,0,16.7
"466fb2c5","2020-2021","ENG","1. Premier League","20th","Sheffield Utd",22,38,38,3420,38,63,1.66,205,145,70.7,7,2,29,5,13.2,4,3,0,1,0
"466fb2c5","2021-2022","ENG","1. Premier League","4th","Arsenal",23,16,16,1440,16,14,0.87,66,50,81.8,11,2,3,9,56.3,2,2,0,0,0
"466fb2c5","2021-2022","ENG","2. Championship","12th","Sheffield Utd",23,2,2,180,2,1,0.5,3,2,66.7,0,1,1,1,50,0,0,0,0,NULL
"46ad80cd","2019-2020","ITA","2. Serie B","20th","Livorno",16,2,2,180,2,3,1.5,11,8,72.7,0,0,2,0,0,0,0,0,0,NULL
"47064058","2009-2010","GER","1. Bundesliga","14th","Freiburg",19,1,1,90,1,1,1,6,5,83.3,1,0,0,0,0,NULL,NULL,NULL,NULL,NULL
"47064058","2010-2011","GER","1. Bundesliga","9th","Freiburg",20,30,30,2700,30,42,1.4,171,129,75.4,11,5,14,8,26.7,NULL,NULL,NULL,NULL,NULL
"47064058","2011-2012","GER","1. Bundesliga","12th","Freiburg",21,33,33,2970,33,57,1.73,168,111,66.1,10,10,13,9,27.3,NULL,NULL,NULL,NULL,NULL
"47064058","2012-2013","GER","1. Bundesliga","5th","Freiburg",22,34,34,3060,34,40,1.18,155,115,74.2,14,9,11,13,38.2,NULL,NULL,NULL,NULL,NULL
"47064058","2013-2014","GER","1. Bundesliga","14th","Freiburg",23,33,33,2970,33,58,1.76,210,152,72.4,9,9,15,5,15.2,NULL,NULL,NULL,NULL,NULL
"47064058","2014-2015","GER","1. Bundesliga","8th","Hoffenheim",24,34,34,3060,34,55,1.62,165,110,66.7,12,8,14,8,23.5,NULL,NULL,NULL,NULL,NULL
"47064058","2015-2016","GER","1. Bundesliga","15th","Hoffenheim",25,33,33,2970,33,50,1.52,195,145,74.4,9,10,14,6,18.2,NULL,NULL,NULL,NULL,NULL
"47064058","2016-2017","GER","1. Bundesliga","4th","Hoffenheim",26,34,34,3060,34,37,1.09,150,113,76,16,14,4,12,35.3,3,1,1,1,50
"47064058","2017-2018","GER","1. Bundesliga","3rd","Hoffenheim",27,34,34,3060,34,48,1.41,146,104,69.2,15,10,9,10,29.4,4,3,1,0,25
"47064058","2018-2019","GER","1. Bundesliga","9th","Hoffenheim",28,33,33,2970,33,51,1.55,159,114,71.7,12,12,9,5,15.2,7,6,1,0,14.3
"47064058","2019-2020","GER","1. Bundesliga","6th","Hoffenheim",29,30,30,2700,30,49,1.63,143,101,69.2,13,7,10,7,23.3,7,5,2,0,28.6
"47064058","2020-2021","GER","1. Bundesliga","11th","Hoffenheim",30,31,31,2790,31,51,1.65,126,81,64.3,10,8,13,6,19.4,9,6,2,1,25
"47064058","2021-2022","GER","1. Bundesliga","5th","Hoffenheim",31,16,16,1440,16,23,1.44,72,49,68.1,7,4,5,5,31.3,2,0,1,1,100
"47188db7","2018-2019","ENG","Jr. PL2 — Div. 2","11th","Norwich City",18,13,13,1170,13,NULL,NULL,NULL,NULL,NULL,3,1,9,1,7.7,1,1,0,0,0
"47188db7","2020-2021","ENG","Jr. PL2 — Div. 2","11th","Norwich City",20,10,10,900,10,NULL,NULL,NULL,NULL,NULL,3,2,5,4,40,4,2,2,0,50
"47188db7","2021-2022","ENG","Jr. PL2 — Div. 2","2nd","Norwich City",21,1,1,90,1,NULL,NULL,NULL,NULL,NULL,1,0,0,0,0,0,0,0,0,NULL
"477e50ce","2017-2018","FRA","2. Ligue 2","20th","Tours",21,19,19,1710,19,35,1.84,94,59,66,1,6,12,0,0,3,3,0,0,0
"477e50ce","2018-2019","FRA","2. Ligue 2","10th","Clermont Foot",22,28,28,2520,28,27,0.96,NULL,NULL,NULL,9,9,10,12,42.9,2,2,0,0,0
"477e50ce","2020-2021","BEL","1. First Division A","13th","Charleroi",24,14,14,1260,14,20,1.43,56,41,71.4,3,7,4,2,14.3,5,4,1,0,20
"4806ec67","2011-2012","ENG","5. Conf Premier","22nd","Darlington",17,17,17,1530,17,39,2.29,99,60,60.6,0,6,11,2,11.8,NULL,NULL,NULL,NULL,NULL
"4806ec67","2012-2013","ENG","5. Conf Premier","13th","Alfreton Town",18,12,12,1080,12,12,1,63,51,81,6,2,4,4,33.3,NULL,NULL,NULL,NULL,NULL
"4806ec67","2013-2014","ENG","4. League Two","6th","Burton Albion",19,12,12,1080,12,11,0.92,41,30,73.2,5,4,3,5,41.7,NULL,NULL,NULL,NULL,NULL
"4806ec67","2013-2014","ENG","3. League One","22nd","Carlisle United",19,18,18,1620,18,27,1.5,64,37,57.8,3,6,9,7,38.9,NULL,NULL,NULL,NULL,NULL
"4806ec67","2014-2015","ENG","3. League One","7th","Bradford City",20,33,33,2891,32.1,36,1.12,115,79,68.7,13,9,10,9,27.3,NULL,NULL,NULL,NULL,NULL
"4806ec67","2015-2016","ENG","2. Championship","11th","Preston",21,24,24,2101,23.3,20,0.86,80,60,75,6,9,8,8,33.3,NULL,NULL,NULL,NULL,NULL
"4806ec67","2015-2016","ENG","1. Premier League","17th","Sunderland",21,2,2,180,2,6,3,17,11,64.7,0,1,1,0,0,NULL,NULL,NULL,NULL,NULL
"4806ec67","2016-2017","ENG","Jr. PL2 — Div. 1","7th","Sunderland",22,1,1,90,1,NULL,NULL,NULL,0,NULL,0,1,0,0,0,0,0,0,0,NULL
"4806ec67","2017-2018","ENG","1. Premier League","8th","Everton",23,38,38,3420,38,58,1.53,175,119,68.6,13,10,15,10,26.3,5,3,1,1,25
"4806ec67","2018-2019","ENG","1. Premier League","8th","Everton",24,38,38,3420,38,46,1.21,130,87,66.2,15,9,14,14,36.8,5,2,3,0,60
"4806ec67","2019-2020","ENG","1. Premier League","12th","Everton",25,38,38,3420,38,56,1.47,145,95,63.4,13,10,15,9,23.7,4,3,0,1,0
"4806ec67","2020-2021","ENG","1. Premier League","10th","Everton",26,31,31,2742,30.5,39,1.28,128,90,71.1,15,5,11,10,32.3,3,2,0,1,0
"4806ec67","2021-2022","ENG","1. Premier League","15th","Everton",27,16,16,1440,16,26,1.62,75,50,66.7,5,4,7,3,18.8,1,1,0,0,0
"4b40d9ca","2012-2013","ENG","5. Conf Premier","14th","Cambridge Utd",20,9,9,810,9,7,0.78,41,34,82.9,3,4,2,4,44.4,NULL,NULL,NULL,NULL,NULL
"4b40d9ca","2012-2013","ENG","2. Championship","9th","Charlton Ath",20,1,0,20,0.2,0,0,1,1,100,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL
"4b40d9ca","2013-2014","ENG","5. Conf Premier","19th","Aldershot Town",21,5,5,450,5,9,1.8,33,24,72.7,1,2,2,2,40,NULL,NULL,NULL,NULL,NULL
"4b40d9ca","2013-2014","ENG","4. League Two","7th","York City",21,22,22,1980,22,12,0.55,82,70,85.4,9,10,3,15,68.2,NULL,NULL,NULL,NULL,NULL
"4b40d9ca","2014-2015","ENG","4. League Two","3rd","Bury",22,22,22,1980,22,14,0.64,53,39,73.6,15,2,5,12,54.5,NULL,NULL,NULL,NULL,NULL
"4b40d9ca","2014-2015","ENG","2. Championship","12th","Charlton Ath",22,8,7,654,7.3,9,1.24,34,25,73.5,1,4,2,2,28.6,NULL,NULL,NULL,NULL,NULL
"4b40d9ca","2015-2016","ENG","2. Championship","22nd","Charlton Ath",23,24,24,2160,24,33,1.37,116,83,71.6,6,7,11,5,20.8,NULL,NULL,NULL,NULL,NULL
"4b40d9ca","2017-2018","ENG","1. Premier League","7th","Burnley",25,35,34,3115,34.6,35,1.01,147,114,78.2,13,11,11,11,32.4,5,3,1,1,25
"4b40d9ca","2019-2020","ENG","1. Premier League","10th","Burnley",27,38,38,3420,38,50,1.32,159,112,71.1,15,9,14,15,39.5,5,4,1,0,20
"4b40d9ca","2020-2021","ENG","1. Premier League","17th","Burnley",28,32,32,2880,32,37,1.16,148,114,77,10,9,13,11,34.4,3,3,0,0,0
"4b40d9ca","2021-2022","ENG","1. Premier League","18th","Burnley",29,15,15,1350,15,21,1.4,65,43,67.7,1,8,6,3,20,0,0,0,0,NULL
"4c109f37","2017-2018","ITA","2. Serie B","22nd","Ternana",17,20,20,1729,19.2,39,2.03,104,65,64.4,3,5,11,1,5,3,2,1,0,33.3
"4c109f37","2019-2020","ITA","2. Serie B","20th","Livorno",19,21,21,1890,21,40,1.9,104,69,66.3,2,5,14,2,9.5,5,5,0,0,0
"4c109f37","2020-2021","ITA","2. Serie B","11th","US Reggina",20,10,9,855,9.5,16,1.68,37,24,62.2,2,2,5,0,0,4,2,1,1,33.3
"4c62d0c8","2010-2011","ITA","1. Serie A","10th","Genoa",17,1,1,90,1,2,2,10,8,80,1,0,0,0,0,NULL,NULL,NULL,NULL,NULL
"4c62d0c8","2011-2012","ITA","2. Serie B","7th","Padova",18,25,24,2205,24.5,39,1.59,115,76,66.1,10,4,11,6,25,NULL,NULL,NULL,NULL,NULL
"4c62d0c8","2012-2013","ITA","1. Serie A","20th","Pescara",19,29,28,2520,28,66,2.36,192,126,65.6,5,3,20,4,14.3,NULL,NULL,NULL,NULL,NULL
"4c62d0c8","2013-2014","ITA","1. Serie A","14th","Genoa",20,37,37,3330,37,50,1.35,190,140,73.7,10,11,16,11,29.7,NULL,NULL,NULL,NULL,NULL
"4c62d0c8","2014-2015","ITA","1. Serie A","6th","Genoa",21,32,32,2780,30.9,38,1.23,158,120,75.9,14,10,7,7,21.9,NULL,NULL,NULL,NULL,NULL
"4c62d0c8","2015-2016","ITA","1. Serie A","11th","Genoa",22,25,25,2250,25,30,1.2,113,83,73.5,9,6,10,8,32,NULL,NULL,NULL,NULL,NULL
"4c62d0c8","2016-2017","ITA","1. Serie A","16th","Genoa",23,16,16,1357,15.1,19,1.26,55,36,69.1,4,5,6,6,37.5,4,2,1,1,33.3
"4c62d0c8","2017-2018","ITA","1. Serie A","12th","Genoa",24,37,37,3330,37,42,1.14,167,131,77.2,11,8,18,12,32.4,4,4,0,0,0
"4c62d0c8","2018-2019","ITA","1. Serie A","1st","Juventus",25,9,9,810,9,8,0.89,26,19,73.1,6,1,2,5,55.6,1,1,0,0,0
"4c62d0c8","2019-2020","ITA","1. Serie A","17th","Genoa",26,21,21,1890,21,38,1.81,99,63,62.6,8,4,9,5,23.8,2,1,0,1,0
"4c62d0c8","2020-2021","ITA","1. Serie A","11th","Genoa",27,32,32,2879,32,44,1.38,151,113,75.5,9,11,12,8,25,7,7,0,0,0
"4c62d0c8","2021-2022","ITA","1. Serie A","5th","Juventus",28,3,3,270,3,4,1.33,8,4,50,2,0,1,1,33.3,0,0,0,0,NULL
"4d39152d","2018-2019","ENG","2. Championship","11th","Brentford",17,1,0,15,0.2,0,0,1,1,100,0,0,0,0,NULL,0,0,0,0,NULL
"4d39152d","2019-2020","ENG","3. League One","22nd","Southend United",18,3,3,270,3,6,2,11,6,54.5,1,0,2,0,0,1,1,0,0,0
"4d39152d","2021","NOR","1. Eliteserien","3rd","Viking",20,7,7,557,6.2,9,1.45,30,23,73.3,4,2,1,1,14.3,2,1,1,0,50
"4e7db402","2015-2016","FRA","1. Ligue 1","17th","Toulouse",16,24,24,2144,23.8,27,1.13,79,52,65.8,8,7,9,7,29.2,NULL,NULL,NULL,NULL,NULL
"4e7db402","2016-2017","FRA","1. Ligue 1","13th","Toulouse",17,36,36,3240,36,41,1.14,158,117,79.1,10,12,14,10,27.8,9,8,1,0,11.1
"4e7db402","2017-2018","FRA","1. Ligue 1","18th","Toulouse",18,38,38,3420,38,54,1.42,161,113,70.2,9,10,19,12,31.6,6,6,0,0,0
"4e7db402","2018-2019","ITA","1. Serie A","16th","Fiorentina",19,34,34,3015,33.5,40,1.19,118,86,70.3,8,15,11,9,26.5,6,5,1,0,16.7
"4e7db402","2019-2020","FRA","1. Ligue 1","13th","Nantes",20,27,27,2430,27,29,1.07,91,65,71.4,11,4,12,10,37,6,3,2,1,40
"4e7db402","2020-2021","FRA","1. Ligue 1","18th","Nantes",21,38,38,3420,38,55,1.45,158,113,71.5,9,13,16,5,13.2,13,10,2,1,16.7
"4e7db402","2021-2022","FRA","1. Ligue 1","7th","Nantes",22,19,19,1710,19,23,1.21,78,55,70.5,8,4,7,4,21.1,1,0,1,0,100
"4eae5bc4","2020-2021","ESP","2. Segunda División","3rd","Leganés",21,3,3,270,3,5,1.67,11,7,63.6,1,0,2,0,0,1,1,0,0,0
"4f8ce0e1","2010-2011","ITA","2. Serie B","11th","Crotone",20,29,29,2583,28.7,35,1.22,102,67,65.7,9,10,10,6,20.7,NULL,NULL,NULL,NULL,NULL
"4f8ce0e1","2011-2012","ITA","2. Serie B","11th","Crotone",21,21,21,1890,21,33,1.57,98,65,66.3,7,5,9,1,4.8,NULL,NULL,NULL,NULL,NULL
"4f8ce0e1","2013-2014","POR","1. Primeira Liga","16th","Olhanense",23,22,22,1980,22,38,1.73,97,59,60.8,5,3,14,3,13.6,NULL,NULL,NULL,NULL,NULL
"4f8ce0e1","2014-2015","TUR","1. Süper Lig","8th","Konyaspor",24,14,13,1207,13.4,20,1.49,46,26,56.5,4,5,5,7,53.8,NULL,NULL,NULL,NULL,NULL
"4f8ce0e1","2015-2016","ITA","1. Serie A","18th","Carpi",25,30,30,2700,30,41,1.37,124,83,66.9,8,8,14,6,20,NULL,NULL,NULL,NULL,NULL
"4f8ce0e1","2016-2017","ITA","2. Serie B","7th","Carpi",26,26,25,2295,25.5,30,1.18,101,71,70.3,9,7,9,9,36,NULL,NULL,NULL,NULL,NULL
"4f8ce0e1","2017-2018","ITA","1. Serie A","20th","Benevento",27,13,13,1113,12.4,32,2.59,73,51,60.3,2,0,10,1,7.7,3,3,0,0,0
"4f8ce0e1","2017-2018","ITA","1. Serie A","10th","Sampdoria",27,2,2,180,2,5,2.5,15,11,73.3,0,0,2,0,0,1,1,0,0,0
"4f8ce0e1","2020-2021","ITA","2. Serie B","2nd","Salernitana",30,34,34,3060,34,34,1,146,112,78.1,17,10,7,14,41.2,2,2,0,0,0
"4f8ce0e1","2021-2022","ITA","1. Serie A","20th","Salernitana",31,17,17,1530,17,37,2.18,92,57,60.9,2,2,13,1,5.9,2,1,0,1,0
"51a19d04","2009-2010","SCO","2. First Division","5th","Ross County",25,35,35,3150,35,40,1.14,124,84,67.7,15,11,9,9,25.7,NULL,NULL,NULL,NULL,NULL
